text,norm,category,lemma,source
KMK,kmk,proper noun,kmk,docs/cefr/goethe_a1_wortliste.pdf
Kantonalen,kantonalen,proper noun,kantonalen,docs/cefr/goethe_a1_wortliste.pdf
Erziehungs,erziehungs,adverb,erziehungs,docs/cefr/goethe_a1_wortliste.pdf
direktoren,direktoren,proper noun,direktor,docs/cefr/goethe_a1_wortliste.pdf
EDK,edk,proper noun,edk,docs/cefr/goethe_a1_wortliste.pdf
österreichischen,österreichischen,adjective,österreichisch,docs/cefr/goethe_a1_wortliste.pdf
Bundesministerium,bundesministerium,noun,bundesministerium,docs/cefr/goethe_a1_wortliste.pdf
Wissenschaft,wissenschaft,noun,wissenschaft,docs/cefr/goethe_a1_wortliste.pdf
Lernzielbestimmungen,lernzielbestimmungen,noun,lernzielbestimmung,docs/cefr/goethe_a1_wortliste.pdf
Kannbeschreibungen,kannbeschreibungen,noun,kannbeschreibung,docs/cefr/goethe_a1_wortliste.pdf
kommu,kommu,proper noun,kommu,docs/cefr/goethe_a1_wortliste.pdf
nikative,nikative,noun,nikative,docs/cefr/goethe_a1_wortliste.pdf
Niveaustufen,niveaustufen,noun,niveaustuf,docs/cefr/goethe_a1_wortliste.pdf
Referenzrahmens,referenzrahmens,noun,referenzrahmens,docs/cefr/goethe_a1_wortliste.pdf
Manuela,manuela,proper noun,manuela,docs/cefr/goethe_a1_wortliste.pdf
Glaboniat,glaboniat,noun,glaboniat,docs/cefr/goethe_a1_wortliste.pdf
Martin,martin,proper noun,martin,docs/cefr/goethe_a1_wortliste.pdf
Rusch,rusch,proper noun,rusch,docs/cefr/goethe_a1_wortliste.pdf
Helen,helen,proper noun,hele,docs/cefr/goethe_a1_wortliste.pdf
Schmitz,schmitz,proper noun,schmitz,docs/cefr/goethe_a1_wortliste.pdf
Lukas,lukas,proper noun,lukas,docs/cefr/goethe_a1_wortliste.pdf
Wertenschlag,wertenschlag,noun,wertenschlag,docs/cefr/goethe_a1_wortliste.pdf
Langen,langen,proper noun,langen,docs/cefr/goethe_a1_wortliste.pdf
scheidt,scheidt,proper noun,scheidt,docs/cefr/goethe_a1_wortliste.pdf
Waystage,waystage,noun,waystage,docs/cefr/goethe_a1_wortliste.pdf
development,development,proper noun,development,docs/cefr/goethe_a1_wortliste.pdf
adult,adult,proper noun,adult,docs/cefr/goethe_a1_wortliste.pdf
intermediary,intermediary,verb,intermediary,docs/cefr/goethe_a1_wortliste.pdf
below,below,proper noun,below,docs/cefr/goethe_a1_wortliste.pdf
Threshold-Level,threshold-level,noun,threshold-level,docs/cefr/goethe_a1_wortliste.pdf
European,european,proper noun,european,docs/cefr/goethe_a1_wortliste.pdf
modern,modern,adverb,modern,docs/cefr/goethe_a1_wortliste.pdf
van,van,proper noun,van,docs/cefr/goethe_a1_wortliste.pdf
Ek,ek,proper noun,ek,docs/cefr/goethe_a1_wortliste.pdf
Alexander,alexander,proper noun,alexander,docs/cefr/goethe_a1_wortliste.pdf
associ,associ,verb,associ,docs/cefr/goethe_a1_wortliste.pdf
ation,ation,noun,ation,docs/cefr/goethe_a1_wortliste.pdf
Fitzpatrick,fitzpatrick,proper noun,fitzpatrick,docs/cefr/goethe_a1_wortliste.pdf
Strassburg,strassburg,proper noun,strassburg,docs/cefr/goethe_a1_wortliste.pdf
